,name,company,year,Price,kms_driven,fuel_type,fuel_type_N,company_N,name_N
543,Chevrolet Enjoy,Chevrolet,2014,490000,30201,Diesel,0,2,20
544,Maruti Suzuki Alto,Maruti,2017,280000,6200,Petrol,2,14,148
545,BMW 5 Series,BMW,2009,650000,37518,Petrol,2,1,9
546,Toyota Etios Liva,Toyota,2014,160000,24652,Petrol,2,22,236
547,Mahindra Jeep MM,Mahindra,2004,424000,383,Diesel,0,13,119
548,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel,0,2,16
549,Chevrolet Cruze LTZ,Chevrolet,2011,350000,35000,Diesel,0,2,19
550,Jeep Wrangler Unlimited,Jeep,2015,950000,3528,Diesel,0,11,113
551,Maruti Suzuki Ertiga,Maruti,2013,485000,52500,Diesel,0,14,154
552,Hyundai Verna VGT,Hyundai,2010,205000,47900,Diesel,0,9,98
553,Maruti Suzuki Omni,Maruti,2012,160000,14000,Petrol,2,14,158
554,Maruti Suzuki Celerio,Maruti,2018,310000,37000,Petrol,2,14,150
555,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel,0,21,227
556,Mahindra XUV500 W6,Mahindra,2013,549900,52800,Diesel,0,13,141
557,Tata Indigo CS,Tata,2016,150000,104000,Diesel,0,21,205
558,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol,2,9,102
559,Tata Indigo eCS,Tata,2014,95000,195000,Diesel,0,21,209
560,Tata Indigo LX,Tata,2016,230000,104000,Diesel,0,21,207
561,Tata Indigo eCS,Tata,2016,230000,104000,Diesel,0,21,209
562,Tata Indigo Marina,Tata,2004,180000,70000,Diesel,0,21,208
563,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel,0,9,100
564,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol,2,9,82
565,Renault Duster 85,Renault,2015,385000,51000,Diesel,0,19,184
566,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol,2,14,148
567,Tata Nano LX,Tata,2010,32000,48008,Petrol,2,21,217
568,Renault Duster 110,Renault,2013,435000,39000,Diesel,0,19,182
569,Maruti Suzuki Wagon,Maruti,2010,225000,40000,Petrol,2,14,166
570,Maruti Suzuki Swift,Maruti,2006,189700,48247,Petrol,2,14,163
571,Maruti Suzuki Ertiga,Maruti,2012,389700,39000,Diesel,0,14,154
572,Maruti Suzuki Swift,Maruti,2014,365000,23000,Petrol,2,14,163
573,Maruti Suzuki Alto,Maruti,2017,360000,9400,Petrol,2,14,148
574,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol,2,9,108
575,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol,2,9,103
576,Tata Zest XE,Tata,2017,380000,70000,Diesel,0,21,228
577,Mahindra Xylo E8,Mahindra,2009,295000,64000,Diesel,0,13,145
578,Toyota Corolla Altis,Toyota,2010,185000,55000,Petrol,2,22,231
579,Tata Manza Aqua,Tata,2014,160000,200000,Diesel,0,21,211
580,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol,2,19,188
581,Tata Venture EX,Tata,2013,100000,30000,Diesel,0,21,225
582,Maruti Suzuki Swift,Maruti,2014,315000,44000,Petrol,2,14,163
583,Skoda Octavia Classic,Skoda,2006,114990,65000,Diesel,0,20,196
584,Maruti Suzuki Omni,Maruti,2012,120000,160000,LPG,1,14,158
585,Chevrolet Beat Diesel,Chevrolet,2011,125000,56000,Diesel,0,2,15
586,Tata Sumo Gold,Tata,2012,210000,75000,Diesel,0,21,219
587,Hyundai Verna 1.6,Hyundai,2018,855000,42000,Diesel,0,9,95
588,Tata Sumo Gold,Tata,2012,210000,75000,Diesel,0,21,219
589,Mahindra Scorpio 2.6,Mahindra,2007,260000,56000,Diesel,0,13,127
590,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol,2,14,167
591,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol,2,14,163
592,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel,0,13,132
593,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol,2,9,88
594,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol,2,9,78
595,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol,2,6,51
596,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel,0,22,240
597,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol,2,18,178
598,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel,0,2,17
599,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol,2,14,148
600,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,0,14,163
601,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,0,14,163
602,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,0,14,163
603,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel,0,22,239
604,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel,0,14,163
605,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol,2,9,78
606,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel,0,13,140
607,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel,0,23,249
608,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel,0,22,236
609,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel,0,13,136
610,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol,2,9,78
611,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol,2,9,91
612,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol,2,14,167
613,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol,2,14,151
614,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol,2,9,81
615,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol,2,9,76
616,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel,0,14,163
617,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol,2,14,167
618,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol,2,9,81
619,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol,2,9,88
620,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel,0,9,96
621,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol,2,6,41
622,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol,2,9,108
623,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel,0,2,15
624,Tata Indica eV2,Tata,2015,140000,60105,Diesel,0,21,204
625,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel,0,10,112
626,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel,0,0,6
627,BMW 3 Series,BMW,2011,1075000,35000,Diesel,0,1,8
628,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol,2,14,163
629,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel,0,1,12
630,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel,0,14,160
631,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel,0,14,154
632,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol,2,14,148
633,Honda City SV,Honda,2014,475000,34000,Diesel,0,8,62
634,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol,2,23,250
635,Honda City 1.5,Honda,2005,120000,68000,Petrol,2,8,61
636,Audi A4 2.0,Audi,2016,1900000,44000,Diesel,0,0,2
637,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel,0,13,120
638,Tata Zest XE,Tata,2018,450000,102563,Diesel,0,21,228
639,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel,0,13,142
640,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel,0,14,163
641,Tata Sumo Gold,Tata,2014,275000,116000,Diesel,0,21,219
642,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol,2,14,163
643,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel,0,13,127
644,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol,2,14,158
645,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel,0,17,174
646,Renault Duster,Renault,2014,800000,7400,Diesel,0,19,181
647,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel,0,23,242
648,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel,0,14,154
649,Audi A4 2.0,Audi,2013,1510000,27000,Diesel,0,0,2
650,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel,0,24,253
651,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol,2,22,231
652,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel,0,17,174
653,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol,2,2,17
654,BMW X1,BMW,2011,1000000,34000,Diesel,0,1,11
655,Datsun Redi GO,Datsun,2018,299999,7000,Petrol,2,3,32
656,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel,0,15,170
657,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel,0,13,132
658,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel,0,23,250
659,Tata Indigo CS,Tata,2017,270000,50000,Diesel,0,21,205
660,Ford Figo Petrol,Ford,2019,525000,0,Petrol,2,6,48
661,Honda City ZX,Honda,2006,180000,50000,Petrol,2,8,64
662,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol,2,14,166
663,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol,2,6,41
664,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel,0,14,163
665,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol,2,14,158
666,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol,2,14,167
667,Renault Duster RxL,Renault,2015,550000,36000,Petrol,2,19,186
668,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol,2,14,163
669,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol,2,14,149
670,Honda WR V,Honda,2009,250000,60000,Petrol,2,8,69
671,Tata Indigo CS,Tata,2016,110000,85000,Diesel,0,21,205
672,Renault Duster 110,Renault,2013,490000,38600,Diesel,0,19,182
673,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel,0,13,128
674,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol,2,14,167
675,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol,2,14,166
676,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel,0,14,161
677,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol,2,0,0
678,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol,2,9,80
679,Maruti Suzuki Zen,Maruti,2009,125000,0,Petrol,2,14,167
680,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel,0,13,132
681,Hyundai Santro AE,Hyundai,2011,165000,45000,Petrol,2,9,90
682,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel,0,14,163
683,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel,0,13,130
684,Mahindra Xylo D2,Mahindra,2011,390000,48000,Diesel,0,13,143
685,Hyundai Santro,Hyundai,2003,60000,51000,Petrol,2,9,89
686,Chevrolet Beat LT,Chevrolet,2015,215000,90000,Diesel,0,2,17
687,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel,0,14,163
688,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel,0,13,142
689,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel,0,22,238
690,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol,2,14,148
691,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol,2,9,86
692,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel,0,14,163
693,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol,2,9,75
694,Hyundai Santro Xing,Hyundai,2007,115000,46000,Petrol,2,9,91
695,Hyundai Santro Xing,Hyundai,2009,88000,43200,Petrol,2,9,91
696,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel,0,13,143
697,Hyundai Santro Xing,Hyundai,2007,135000,42000,Petrol,2,9,91
698,Tata Indica V2,Tata,2009,90000,30600,Diesel,0,21,203
699,Hyundai i10 Sportz,Hyundai,2011,220000,38000,Petrol,2,9,104
700,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol,2,9,88
701,Hyundai Santro Xing,Hyundai,2007,135000,47000,Petrol,2,9,91
702,Honda City 1.5,Honda,2005,95000,41000,Petrol,2,8,61
703,Nissan Micra XL,Nissan,2017,430000,62500,Diesel,0,18,175
704,Honda City 1.5,Honda,2005,115000,68000,Petrol,2,8,61
705,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol,2,14,148
706,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol,2,14,166
707,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel,0,14,154
708,Tata Indica eV2,Tata,2012,85000,55000,Diesel,0,21,204
709,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol,2,14,158
710,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol,2,9,81
711,Hyundai Eon,Hyundai,2014,200000,28000,Petrol,2,9,79
712,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel,0,14,163
713,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel,0,9,95
714,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel,0,2,28
715,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol,2,21,223
716,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol,2,21,222
717,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol,2,14,167
718,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel,0,13,121
719,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel,0,6,40
720,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol,2,7,52
721,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel,0,6,49
722,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol,2,9,91
723,Hyundai Santro,Hyundai,2002,60000,47000,Petrol,2,9,89
724,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol,2,4,33
725,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol,2,6,50
726,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol,2,14,158
727,Tata Indica V2,Tata,2012,115000,64000,Diesel,0,21,203
728,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel,0,13,130
729,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol,2,9,91
730,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel,0,13,143
731,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol,2,9,88
732,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol,2,14,148
733,Toyota Corolla,Toyota,2006,160000,40000,Petrol,2,22,230
734,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol,2,9,82
735,Tata Sumo Grande,Tata,2010,130000,90000,Diesel,0,21,220
736,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel,0,14,163
737,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol,2,23,248
738,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol,2,14,148
739,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol,2,21,223
740,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel,0,14,163
741,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel,0,14,163
742,Tata Indigo eCS,Tata,2016,130000,150000,Diesel,0,21,209
743,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel,0,2,16
744,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel,0,13,145
745,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol,2,9,80
746,Tata Sumo Gold,Tata,2013,215000,100000,Petrol,2,21,219
747,Tata Nano,Tata,2013,60000,7000,Petrol,2,21,214
748,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol,2,9,78
749,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol,2,9,103
750,Hyundai Creta,Hyundai,2016,900000,60000,Diesel,0,9,74
751,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel,0,23,245
752,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol,2,14,152
753,Tata Bolt XM,Tata,2015,600000,15000,Petrol,2,21,201
754,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol,2,14,148
755,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol,2,14,148
756,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel,0,14,159
757,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol,2,14,148
758,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol,2,14,152
759,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol,2,9,107
760,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel,0,14,163
761,Tata Indica V2,Tata,2005,60000,80000,Diesel,0,21,203
762,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel,0,13,133
763,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel,0,22,240
764,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel,0,13,145
765,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol,2,9,108
766,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol,2,14,158
767,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol,2,13,120
768,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol,2,13,121
769,Datsun Go Plus,Datsun,2016,285000,13900,Petrol,2,3,31
770,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel,0,6,42
771,Tata Indica V2,Tata,2005,39999,80000,Diesel,0,21,203
772,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol,2,9,91
773,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol,2,14,166
774,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel,0,14,163
775,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol,2,14,148
776,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel,0,22,240
777,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol,2,14,148
778,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol,2,14,148
779,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol,2,23,248
780,Mahindra Logan,Mahindra,2009,130000,65000,Diesel,0,13,122
781,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol,2,14,146
782,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel,0,13,126
783,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol,2,2,22
784,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol,2,9,90
785,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol,2,14,166
786,Hyundai Eon,Hyundai,2018,260000,25000,Petrol,2,9,79
787,Tata Manza,Tata,2015,100000,100000,Diesel,0,21,210
788,Toyota Etios G,Toyota,2013,265000,42000,Petrol,2,22,234
789,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol,2,9,87
790,Toyota Qualis,Toyota,2003,180000,100000,Diesel,0,22,241
791,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol,2,9,91
792,Tata Indica eV2,Tata,2016,50500,91200,Diesel,0,21,204
793,Honda City 1.5,Honda,2009,270000,55000,Petrol,2,8,61
794,Tata Zest XE,Tata,2017,290000,120000,Diesel,0,21,228
795,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel,0,13,124
796,Tata Indigo eCS,Tata,2016,160000,104000,Diesel,0,21,209
797,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel,0,14,163
798,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol,2,9,78
799,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol,2,9,109
800,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel,0,2,29
801,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel,0,14,152
802,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol,2,9,78
803,Honda City VX,Honda,2016,860000,95000,Petrol,2,8,63
804,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel,0,14,152
805,Hyundai Getz,Hyundai,2006,125000,80000,Petrol,2,9,85
806,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol,2,15,170
807,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol,2,14,148
808,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel,0,14,163
809,Skoda Fabia,Skoda,2009,110000,45000,Petrol,2,20,192
810,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol,2,14,159
811,Tata Indica V2,Tata,2009,110000,30000,Diesel,0,21,203
812,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol,2,22,231
813,Tata Zest XM,Tata,2018,260000,27000,Diesel,0,21,229
814,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel,0,13,125
